1,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
2,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
3,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
4,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
5,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
6,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
7,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
8,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
9,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
10,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
11,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
12,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
13,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
14,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
15,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
16,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
17,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
18,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
19,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
20,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
21,IST 03.01<no document (bast no)>,<tanggal documen (bast date)>,NETWORK PROJECT - NSN - BAST,<lokasi simpan???>,<PL-00/IT-06/IT-05/IT-54>,NSN-8-8-3-2010-1396.csv,<remarks???>,
